"","Active Ingredients","Active Ingredients Info","Dosage","Facility","Facility UID","Package Description","NDC Package Code","Report Year","UIDA","Brand Name"
"150","Epinephrine","2 mg/260 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","260 Ml in 1 Bag",NA,"2020-2","A1238",NA
"151","Epinephrine","8 mg/260 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","260 Ml in 1 Bag",NA,"2020-2","A1238",NA
"152","Glycopyrrolate",".4 mg/2 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","2 Ml in 1 Syringe, Plastic",NA,"2020-2","A1301",NA
"153","Glycopyrrolate",".6 mg/3 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","5 Ml in 1 Syringe, Plastic",NA,"2020-2","A1301",NA
"154","Glycopyrrolate",".6 mg/3 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","3 Ml in 1 Syringe, Plastic",NA,"2020-2","A1301",NA
"155","Heparin Sodium","2000 [iU]/510 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","510 Ml in 1 Bag",NA,"2020-2","A1305",NA
"156","Heparin Sodium","4000 [iU]/510 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","1010 Ml in 1 Bag",NA,"2020-2","A1305",NA
"157","Heparin Sodium","500 [iU]/510 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","510 Ml in 1 Bag",NA,"2020-2","A1305",NA
"158","Ketamine","20 mg/2 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","2 Ml in 1 Syringe, Plastic",NA,"2020-2","A1373",NA
"159","Ketamine Hydrochloride","50 mg/1 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","1 Ml in 1 Syringe, Plastic",NA,"2020-2","A1374",NA
"160","Ketamine Hydrochloride","50 mg/5 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","5 Ml in 1 Syringe, Plastic",NA,"2020-2","A1374",NA
"161","Ketamine Hydrochloride","100 mg/10 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","10 Ml in 1 Syringe, Plastic",NA,"2020-2","A1374",NA
"162","Labetalol Hydrochloride","5 mg/1 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","5 Ml in 1 Syringe, Plastic",NA,"2020-2","A1387",NA
"163","Lidocaine Hydrochloride","30 mg/3 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","3 Ml in 1 Syringe, Plastic",NA,"2020-2","A1400",NA
"164","Lidocaine Hydrochloride","100 mg/10 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","10 Ml in 1 Syringe, Plastic",NA,"2020-2","A1400",NA
"165","Lidocaine Hydrochloride","30 mg/3 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","5 Ml in 1 Syringe, Plastic",NA,"2020-2","A1400",NA
"166","Lidocaine Hydrochloride","10 mg/1 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","1 Ml in 1 Syringe, Plastic",NA,"2020-2","A1400",NA
"167","Lidocaine Hydrochloride","100 mg/5 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","5 Ml in 1 Syringe, Plastic",NA,"2020-2","A1400",NA
"168","Lidocaine Hydrochloride","50 mg/5 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","5 Ml in 1 Syringe, Plastic",NA,"2020-2","A1400",NA
"169","Midazolam Hydrochloride","100 mg/100 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","100 Ml in 1 Bag",NA,"2020-2","A1495",NA
"170","Neostigmine Methylsulfate","5 mg/5 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","5 Ml in 1 Syringe, Plastic",NA,"2020-2","A1524",NA
"171","Neostigmine Methylsulfate","3 mg/3 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","3 Ml in 1 Syringe, Plastic",NA,"2020-2","A1524",NA
"172","Norepinephrine Bitartrate","4 mg/254 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","254 Ml in 1 Bag",NA,"2020-2","A1555",NA
"173","Norepinephrine Bitartrate","8 mg/258 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","258 Ml in 1 Bag",NA,"2020-2","A1555",NA
"174","Oxytocin","20 [iU]/1010 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","1010 Ml in 1 Bag",NA,"2020-2","A1566",NA
"175","Oxytocin","30 [iU]/510 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","510 Ml in 1 Bag",NA,"2020-2","A1566",NA
"176","Phenylephrine","500 ug/5 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","5 Ml in 1 Syringe, Plastic",NA,"2020-2","A1583",NA
"177","Phenylephrine","1000 ug/10 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","10 Ml in 1 Syringe, Plastic",NA,"2020-2","A1583",NA
"178","Phenylephrine Hydrochloride","400 ug/10 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","10 Ml in 1 Syringe, Plastic",NA,"2020-2","A1584",NA
"179","Phenylephrine Hydrochloride","100 mg/260 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","260 Ml in 1 Bag",NA,"2020-2","A1584",NA
"180","Phenylephrine Hydrochloride","10 mg/260 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","260 Ml in 1 Bag",NA,"2020-2","A1584",NA
"181","Phenylephrine Hydrochloride","40 mg/260 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","260 Ml in 1 Bag",NA,"2020-2","A1584",NA
"182","Phenylephrine Hydrochloride","800 ug/10 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","10 Ml in 1 Syringe, Plastic",NA,"2020-2","A1584",NA
"183","Phenylephrine Hydrochloride","20 mg/260 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","260 Ml in 1 Bag",NA,"2020-2","A1584",NA
"184","Phenylephrine Hydrochloride","90 mg/260 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","260 Ml in 1 Bag",NA,"2020-2","A1584",NA
"185","Phenylephrine Hydrochloride","200 ug/5 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","5 Ml in 1 Syringe, Plastic",NA,"2020-2","A1584",NA
"186","Phenylephrine Hydrochloride","400 ug/5 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","5 Ml in 1 Syringe, Plastic",NA,"2020-2","A1584",NA
"187","Phenylephrine Hydrochloride","80 mg/260 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","260 Ml in 1 Bag",NA,"2020-2","A1584",NA
"188","Potassium Phosphate, Unspecified Form","5 mmol/255 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","255 Ml in 1 Bag",NA,"2020-2","A1616",NA
"189","Rocuronium Bromide","50 mg/5 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","5 Ml in 1 Syringe, Plastic",NA,"2020-2","A1677",NA
"190","Rocuronium Bromide","100 mg/10 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","10 Ml in 1 Syringe, Plastic",NA,"2020-2","A1677",NA
"191","Succinylcholine Chloride","100 mg/5 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","5 Ml in 1 Syringe, Plastic",NA,"2020-2","A1736",NA
"192","Succinylcholine Chloride","200 mg/10 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","10 Ml in 1 Syringe, Plastic",NA,"2020-2","A1736",NA
"193","Vancomycin Hydrochloride","1.25 g/262.5 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","262.5 Ml in 1 Bag",NA,"2020-2","A1833",NA
"194","Vancomycin Hydrochloride","500 mg/255 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","255 Ml in 1 Bag",NA,"2020-2","A1833",NA
"195","Vancomycin Hydrochloride","1.5 g/515 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","515 Ml in 1 Bag",NA,"2020-2","A1833",NA
"196","Vancomycin Hydrochloride","1.75 g/517.5 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","517.5 Ml in 1 Bag",NA,"2020-2","A1833",NA
"197","Vancomycin Hydrochloride","1.5 g/265 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","265 Ml in 1 Bag",NA,"2020-2","A1833",NA
"198","Vancomycin Hydrochloride","1 g/260 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","260 Ml in 1 Bag",NA,"2020-2","A1833",NA
"199","Vancomycin Hydrochloride","2 g/520 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","520 Ml in 1 Bag",NA,"2020-2","A1833",NA
"200","Vancomycin Hydrochloride","750 mg/257.5 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","257.5 Ml in 1 Bag",NA,"2020-2","A1833",NA
"201","Vasopressin, Unspecified","750 mg/257.5 mL","injection, solution","New England Life Care LLC dba Advanced Compounding Solutions","827490728","110 Ml in 1 Bag",NA,"2020-2","A1838",NA
"202","Anastrozole; Testosterone","8 mg/1 mg; 100 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1045",NA
"203","Anastrozole; Testosterone","4 mg/1 mg; 100 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1045",NA
"204","Anastrozole; Testosterone","4 mg/1 mg; 60 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1045",NA
"205","Anastrozole; Testosterone","4 mg/1 mg; 75 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1045",NA
"206","Choline Chloride; Methionine; Inositol; Cyanocobalamin","50 mg/1 mL; 25 mg/1 mL; 50 mg/1 mL; 1 mg/1 mL","injection","AnazaoHealth Corporation","796692619","30 Ml in 1 Vial",NA,"2019-1","A1149",NA
"207","Estradiol","20 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1249",NA
"208","Estradiol","18 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1249",NA
"209","Estradiol","12.5 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1249",NA
"210","Estradiol","6 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1249",NA
"211","Estradiol","25 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1249",NA
"212","Estradiol","15 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1249",NA
"213","Estradiol","22 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1249",NA
"214","Estradiol","10 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1249",NA
"215","Glutathione","200 mg/1 mL","injection","AnazaoHealth Corporation","796692619","10 Ml in 1 Vial",NA,"2019-1","A1297",NA
"216","Lecithin, Soybean; Sodium Desoxycholate","50 mg/1 mL; 25 mg/1 mL","injection","AnazaoHealth Corporation","796692619","50 Ml in 1 Vial",NA,"2019-1","A1392",NA
"217","Levocarnitine","500 mg/1 mL","injection","AnazaoHealth Corporation","796692619","30 Ml in 1 Vial",NA,"2019-1","A1397",NA
"218","Lysine Hydrochloride; Arginine Hydrochloride","25 mg/1 mL; 25 mg/1 mL","injection","AnazaoHealth Corporation","796692619","1000 Ml in 1 Bag",NA,"2019-1","A1453",NA
"219","Methionine; Inositol; Choline Chloride","25 mg/1 mL; 50 mg/1 mL; 50 mg/1 mL","injection","AnazaoHealth Corporation","796692619","30 Ml in 1 Vial",NA,"2019-1","A1476",NA
"220","Methylcobalamin","5000 mg/1 mL","injection","AnazaoHealth Corporation","796692619","10 Ml in 1 Vial",NA,"2019-1","A1481",NA
"221","Methylcobalamin","10000 mg/1 mL","injection","AnazaoHealth Corporation","796692619","10 Ml in 1 Vial",NA,"2019-1","A1481",NA
"222","Nandrolone Decanoate","200 mg/1 mL","injection","AnazaoHealth Corporation","796692619","10 Ml in 1 Vial",NA,"2019-1","A1522",NA
"223","Pyridoxine Hydrochloride","100 mg/1 mL","injection","AnazaoHealth Corporation","796692619","1067 Ml in 1 Vial",NA,"2019-1","A1661",NA
"224","Pyridoxine Hydrochloride; Thiamine Hydrochloride","100 mg/1 mL; 20 mg/1 mL","injection","AnazaoHealth Corporation","796692619","30 Ml in 1 Vial",NA,"2019-1","A1667",NA
"225","Testosterone","87.5 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1753",NA
"226","Testosterone","25 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1753",NA
"227","Testosterone","12.5 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1753",NA
"228","Testosterone","60 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1753",NA
"229","Testosterone","80 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1753",NA
"230","Testosterone","100 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1753",NA
"231","Testosterone","50 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1753",NA
"232","Testosterone","37.5 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1753",NA
"233","Testosterone","200 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-1","A1753",NA
"234","Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation","796692619","5 Ml in 1 Vial",NA,"2019-1","A1755",NA
"235","Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation","796692619","10 Ml in 1 Vial",NA,"2019-1","A1755",NA
"236","Testosterone Cypionate","200 mg/1 mL","injection","AnazaoHealth Corporation","796692619","30 Ml in 1 Vial",NA,"2019-1","A1755",NA
"237","Anastrozole; Testosterone","1 mg/1 mg; 1 mg/1 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-2","A1045",NA
"238","Ascorbic Acid","500 mg/30 mL","injection","AnazaoHealth Corporation","796692619","30 Ml in 1 Vial",NA,"2019-2","A1055",NA
"239","Choline Chloride; Methionine; Inositol; Cyanocobalamin","50 mg/1 mL; 25 mg/1 mL; 50 mg/1 mL; 1 mg/1 mL","injection","AnazaoHealth Corporation","796692619","30 Ml in 1 Vial",NA,"2019-2","A1149",NA
"240","Dexpanthenol; Pyridoxine","30 mg/1 mL; 30 mg/1 mL","injection","AnazaoHealth Corporation","796692619","30 Ml in 1 Vial",NA,"2019-2","A1207",NA
"241","Edetate Disodium","150 mg/1 mL","injection","AnazaoHealth Corporation","796692619","10 Ml in 1 Vial",NA,"2019-2","A1234",NA
"242","Estradiol","20 mg/20 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-2","A1249",NA
"243","Estradiol","18 mg/18 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-2","A1249",NA
"244","Estradiol","12.5 mg/12.5 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-2","A1249",NA
"245","Estradiol","22 mg/22 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-2","A1249",NA
"246","Estradiol","25 mg/25 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-2","A1249",NA
"247","Estradiol","15 mg/15 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-2","A1249",NA
"248","Estradiol","6 mg/6 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-2","A1249",NA
"249","Estradiol","10 mg/10 mg","pellet","AnazaoHealth Corporation","796692619","1 Mg in 1 Vial",NA,"2019-2","A1249",NA
"250","Glutathione","200 mg/1 mL","injection","AnazaoHealth Corporation","796692619","10 Ml in 1 Vial",NA,"2019-2","A1297",NA
"251","Lecithin, Soybean; Sodium Desoxycholate","50 mg/1 mL; 25 mg/1 mL","injection","AnazaoHealth Corporation","796692619","50 Ml in 1 Vial",NA,"2019-2","A1392",NA
"252","Levocarnitine","500 mg/1 mL","injection","AnazaoHealth Corporation","796692619","30 Ml in 1 Vial",NA,"2019-2","A1397",NA
