"","Active","Facility","Segment","ActiveCount","ProductCount","FacilitySegmentCount","SegmentCount","ProducedByCP","City","State","lon","lat","InitialRegistration","FacilitySqFt","Employees","Services","EstSales","EstFacilitySize"
"134","Lidocaine; Benzocaine; Tetracaine","US Compounding, Inc.","Dental",16,87,13,231,"Y","Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"135","Lidocaine; Benzocaine; Tetracaine","Wells Pharmacy, Inc","Dental",16,27,2,231,"Y","Dyersburg","TN",-89.3856281,36.0345159,2016-06-07,"6000",30,"Compounding",4060000,"Medium"
"136","Lidocaine; Benzocaine; Tetracaine","Right Value Drug Stores llc dba Carie Boyd's Prescription Shop","Dental",16,31,4,231,"Y","Irving","TX",-96.9488945,32.8140177,2019-07-03,"10000",13,"Compounding",2190000,"Small"
"137","Lidocaine; Benzocaine; Tetracaine","AnazaoHealth Corporation","Dental",16,40,1,231,"Y","Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"138","Lidocaine; Epinephrine","Imprimis NJOF, LLC","Dental",6,29,5,231,NA,"Ledgewood","NJ",-82.517773,35.570635,2016-11-12,"NA",5,"Compounding",411596,"Small"
"139","Lidocaine; Epinephrine","OLYMPIA PHARMACY","Dental",6,44,2,231,NA,"Orlando","FL",-81.3789269,28.5383832,2014-03-10,"NA",5,"Compounding",1810000,"Small"
"140","Lidocaine; Epinephrine","Pine Pharmaceuticals LLC","Dental",6,84,11,231,NA,"Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"141","Lidocaine; Epinephrine","RAM Pharma, Inc.","Dental",6,64,13,231,NA,"Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"142","Lidocaine; Epinephrine","RXQ Compounding, LLC","Dental",6,119,11,231,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"143","Lidocaine; Epinephrine","KRS Global Biotechnology, Inc.","Dental",6,87,7,231,NA,"Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"144","Dental, Optical, Dermatology","JCB Laboratories LLC","Dental",5,54,8,231,NA,"Wichita","KS",-97.330053,37.6871761,2014-01-21,"50000",20,"Compounding, Speciality formulations",9330000,"Medium"
"145","Dental, Optical, Dermatology","Premier Pharmacy Labs, Inc","Dental",5,88,11,231,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"146","Dental, Optical, Dermatology","RAM Pharma, Inc.","Dental",5,64,13,231,NA,"Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"147","Dental, Optical, Dermatology","RXQ Compounding, LLC","Dental",5,119,11,231,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"148","Dental, Optical, Dermatology","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Dental",5,57,6,231,NA,"Wichita","KS",-97.330053,37.6871761,2015-10-02,"50000",40,"Compounding, Speciality formulations",14410000,"Medium"
"149","Tetracaine Hydrochloride; Racepinephrine Hydrochloride; Lidocaine Hydrochloride","Edge Pharmacy Services LLC","Dental",5,106,15,231,NA,"Colchester","VT",0.891874,51.895927,2014-01-21,"5000",22,"Compounding, Hazardous, Clinical Trials, Training",7200000,"Medium"
"150","Tetracaine Hydrochloride; Racepinephrine Hydrochloride; Lidocaine Hydrochloride","KRS GLOBAL BIOTECHNOLOGY, INC.","Dental",5,66,8,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Tetracaine Hydrochloride; Racepinephrine Hydrochloride; Lidocaine Hydrochloride","QuVa Pharma, Inc.","Dental",5,85,6,231,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"152","Tetracaine Hydrochloride; Racepinephrine Hydrochloride; Lidocaine Hydrochloride","SCA Pharmaceuticals, LLC","Dental",5,96,6,231,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"153","Tetracaine Hydrochloride; Racepinephrine Hydrochloride; Lidocaine Hydrochloride","US Compounding, Inc.","Dental",5,87,13,231,NA,"Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"154","Lidocaine; Prilocaine; Tetracaine","Edge Pharmacy Services LLC","Dental",5,106,15,231,"Y","Colchester","VT",0.891874,51.895927,2014-01-21,"5000",22,"Compounding, Hazardous, Clinical Trials, Training",7200000,"Medium"
"155","Lidocaine; Prilocaine; Tetracaine","KRS GLOBAL BIOTECHNOLOGY, INC.","Dental",5,66,8,231,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Lidocaine; Prilocaine; Tetracaine","RAM Pharma, Inc.","Dental",5,64,13,231,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"157","Lidocaine; Prilocaine; Tetracaine","RXQ Compounding, LLC","Dental",5,119,11,231,"Y","Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"158","Lidocaine; Prilocaine; Tetracaine","Right Value Drug Stores llc dba Carie Boyd's Prescription Shop","Dental",5,31,4,231,"Y","Irving","TX",-96.9488945,32.8140177,2019-07-03,"10000",13,"Compounding",2190000,"Small"
"159","Lidocaine; Bupivacaine","Edge Pharmacy Services LLC","Dental",5,106,15,231,NA,"Colchester","VT",0.891874,51.895927,2014-01-21,"5000",22,"Compounding, Hazardous, Clinical Trials, Training",7200000,"Medium"
"160","Lidocaine; Bupivacaine","JCB Laboratories LLC","Dental",5,54,8,231,NA,"Wichita","KS",-97.330053,37.6871761,2014-01-21,"50000",20,"Compounding, Speciality formulations",9330000,"Medium"
"161","Lidocaine; Bupivacaine","KRS GLOBAL BIOTECHNOLOGY, INC.","Dental",5,66,8,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Lidocaine; Bupivacaine","Pine Pharmaceuticals LLC","Dental",5,84,11,231,NA,"Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"163","Lidocaine; Bupivacaine","KRS Global Biotechnology, Inc.","Dental",5,87,7,231,NA,"Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"164","Aspartic Acid; Glutamic Acid","Central Admixture Pharmacy Services, Inc.","Dental",1,248,11,231,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"165","Tetracaine; Lidocaine","ASP Cares","Dental",8,66,4,231,"Y","San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"166","Tetracaine; Lidocaine","Complete Pharmacy and Medical Solutions","Dental",8,78,4,231,"Y","Miami Lakes","FL",-80.3086619,25.9087056,2014-06-06,"1500",10,"Compounding",1130000,"Small"
"167","Tetracaine; Lidocaine","Empower Pharmacy","Dental",8,67,3,231,"Y","Houston","TX",-95.3698028,29.7604267,2016-07-16,"10000",22,"Compounding",246315,"Small"
"168","Tetracaine; Lidocaine","KRS GLOBAL BIOTECHNOLOGY, INC.","Dental",8,66,8,231,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Tetracaine; Lidocaine","Pacifico National, Inc.  dba AmEx Pharmacy","Dental",8,29,4,231,"Y","Melbourne","FL",144.9630576,-37.8136276,2015-09-21,"NA",19,"Compounding",6810000,"Medium"
"170","Tetracaine; Lidocaine","RAM Pharma, Inc.","Dental",8,64,13,231,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"171","Tetracaine; Lidocaine","RXQ Compounding, LLC","Dental",8,119,11,231,"Y","Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"172","Tetracaine; Lidocaine","Sincerus Florida, LLC","Dental",8,110,4,231,"Y","Pompano Beach","FL",-80.1247667,26.2378597,2016-03-10,"20000",30,"Compounding, Speciality formulations",3200000,"Medium"
"173","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","Imprimis NJOF, LLC","Dental",10,29,5,231,"Y","Ledgewood","NJ",-82.517773,35.570635,2016-11-12,"NA",5,"Compounding",411596,"Small"
"174","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","JCB Laboratories LLC","Dental",10,54,8,231,"Y","Wichita","KS",-97.330053,37.6871761,2014-01-21,"50000",20,"Compounding, Speciality formulations",9330000,"Medium"
"175","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","KRS GLOBAL BIOTECHNOLOGY, INC.","Dental",10,66,8,231,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","Leiter's Compounding","Dental",10,21,4,231,"Y","San Jose","CA",-121.8863286,37.3382082,2014-01-31,"NA",50,"Compounding",8760000,"Large"
"177","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","Pine Pharmaceuticals LLC","Dental",10,84,11,231,"Y","Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"178","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","Premier Pharmacy Labs, Inc","Dental",10,88,11,231,"Y","Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"179","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","RAM Pharma, Inc.","Dental",10,64,13,231,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"180","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","US Compounding, Inc.","Dental",10,87,13,231,"Y","Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"181","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","Denver Solutions, LLC dba Leiters Health","Dental",10,65,7,231,"Y","Englewood","CO",-104.9877597,39.6477653,2017-03-24,"60000",8,"Compounding, Repackaging",2470000,"Medium"
"182","Lidocaine Hydrochloride; Phenylephrine Hydrochloride","KRS Global Biotechnology, Inc.","Dental",10,87,7,231,"Y","Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"183","Lidocaine","Atlas Pharmaceuticals, LLC","Dental",26,24,3,231,NA,"Phoenix","AZ",-112.0740373,33.4483771,2016-11-08,"3000",5,"Compounding",179398,"Small"
"184","Lidocaine","Central Admixture Pharmacy Services, Inc.","Dental",26,248,11,231,NA,"Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"185","Lidocaine","Complete Pharmacy and Medical Solutions","Dental",26,78,4,231,NA,"Miami Lakes","FL",-80.3086619,25.9087056,2014-06-06,"1500",10,"Compounding",1130000,"Small"
"186","Lidocaine","Denver Solutions, LLC dba Leiters Health","Dental",26,65,7,231,NA,"Englewood","CO",-104.9877597,39.6477653,2017-03-24,"60000",8,"Compounding, Repackaging",2470000,"Medium"
"187","Lidocaine","Edge Pharmacy Services LLC","Dental",26,106,15,231,NA,"Colchester","VT",0.891874,51.895927,2014-01-21,"5000",22,"Compounding, Hazardous, Clinical Trials, Training",7200000,"Medium"
"188","Lidocaine","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Dental",26,57,6,231,NA,"Wichita","KS",-97.330053,37.6871761,2015-10-02,"50000",40,"Compounding, Speciality formulations",14410000,"Medium"
"189","Lidocaine","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","Dental",26,40,3,231,NA,"Los Angeles","CA",-118.2436849,34.0522342,2017-01-06,"NA",32,"Compounding",4570000,"Medium"
"190","Lidocaine","KRS GLOBAL BIOTECHNOLOGY, INC.","Dental",26,66,8,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Lidocaine","Medi-Fare Drug","Dental",26,58,5,231,NA,"Blacksburg","SC",-80.4139393,37.2295733,2013-12-17,"NA",15,"Compounding",3390000,"Small"
"192","Lidocaine","Nephron Sterile Compounding Center, LLC","Dental",26,93,5,231,NA,"West Columbia","SC",-81.0739825,33.9934867,2014-07-15,"NA",5,"Compounding",618285,"Small"
"193","Lidocaine","New England Life Care LLC dba Advanced Compounding Solutions","Dental",26,55,3,231,NA,"Woburn","MA",-71.1522765,42.4792618,2017-03-02,"NA",3,"Compounding",92720000,"Large"
"194","Lidocaine","OLYMPIA PHARMACY","Dental",26,44,2,231,NA,"Orlando","FL",-81.3789269,28.5383832,2014-03-10,"NA",5,"Compounding",1810000,"Small"
"195","Lidocaine","Pharmedium Services, LLC, Dayton","Dental",26,74,4,231,NA,"Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"196","Lidocaine","Pharmedium Services, LLC Cleveland","Dental",26,54,3,231,NA,"Cleveland","MS",-81.6943605,41.49932,2013-12-11,"NA",12,"Compounding",632447,"Small"
"197","Lidocaine","PharMEDium Services, LLC SugarLand","Dental",26,58,4,231,NA,"Sugar Land","TX",-95.6225521,29.5984434,2013-12-11,"NA",12,"Compounding",632447,"Small"
"198","Lidocaine","Pine Pharmaceuticals LLC","Dental",26,84,11,231,NA,"Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"199","Lidocaine","Premier Pharmacy Labs, Inc","Dental",26,88,11,231,NA,"Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"200","Lidocaine","QuVa Pharma, Inc.","Dental",26,85,6,231,NA,"Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"201","Lidocaine","RAM Pharma, Inc.","Dental",26,64,13,231,NA,"Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"202","Lidocaine","RC Outsourcing, LLC","Dental",26,30,6,231,NA,"Lowellville","OH",-80.5364593,41.0353371,2015-10-06,"4500",6,"Compounding",280501,"Small"
"203","Lidocaine","RXQ Compounding, LLC","Dental",26,119,11,231,NA,"Athens","OH",23.7275388,37.9838096,2015-01-02,"NA",3,"Compounding",1770000,"Small"
"204","Lidocaine","SCA Pharmaceuticals, LLC","Dental",26,96,6,231,NA,"Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"205","Lidocaine","Sincerus Florida, LLC","Dental",26,110,4,231,NA,"Pompano Beach","FL",-80.1247667,26.2378597,2016-03-10,"20000",30,"Compounding, Speciality formulations",3200000,"Medium"
"206","Lidocaine","Imprimis NJOF, LLC","Dental",26,29,5,231,NA,"Ledgewood","NJ",-82.517773,35.570635,2016-11-12,"NA",5,"Compounding",411596,"Small"
"207","Lidocaine","KRS Global Biotechnology, Inc.","Dental",26,87,7,231,NA,"Boca Raton","FL",-80.1289321,26.3683064,2013-12-15,"NA",40,"Compounding",11750000,"Large"
"208","Lidocaine","Wells Pharma of Houston","Dental",26,35,3,231,NA,"Dyersburg","TN",-89.3856281,36.0345159,2016-06-07,"NA",112,"Compounding",1510000,"Medium"
"209","Vancomycin Hydrochloride","Apollo Care, LLC","Dental",23,14,1,231,"Y","Columbia","MO",38.9322571333382,-92.334280722077,2017-09-14,"1500",5,"Compounding",660577,"Small"
"210","Vancomycin Hydrochloride","Avella of Deer Valley, Inc. #38","Dental",23,36,2,231,"Y","Phoenix","AZ",-112.0740373,33.4483771,2016-06-21,"NA",51,"Compounding",28960000,"Large"
"211","Vancomycin Hydrochloride","Central Admixture Pharmacy Services, Inc.","Dental",23,248,11,231,"Y","Allentown","PA",-75.4714098,40.6022939,2014-02-28,"NA",3,"Compounding",2670000,"Medium"
"212","Vancomycin Hydrochloride","Denver Solutions, LLC dba Leiters Health","Dental",23,65,7,231,"Y","Englewood","CO",-104.9877597,39.6477653,2017-03-24,"60000",8,"Compounding, Repackaging",2470000,"Medium"
"213","Vancomycin Hydrochloride","Edge Pharmacy Services LLC","Dental",23,106,15,231,"Y","Colchester","VT",0.891874,51.895927,2014-01-21,"5000",22,"Compounding, Hazardous, Clinical Trials, Training",7200000,"Medium"
"214","Vancomycin Hydrochloride","Fresenius Kabi Compounding, LLC","Dental",23,11,1,231,"Y","Canton","MA",-81.378447,40.7989473,2017-04-21,"NA",35,"Compounding",7210000,"Medium"
"215","Vancomycin Hydrochloride","JCB Laboratories LLC","Dental",23,54,8,231,"Y","Wichita","KS",-97.330053,37.6871761,2014-01-21,"50000",20,"Compounding, Speciality formulations",9330000,"Medium"
"216","Vancomycin Hydrochloride","LEESAR INC","Dental",23,33,3,231,"Y","Fort Myers","FL",-81.8723084,26.640628,2014-04-30,"NA",280,"Compounding",259870000,"Large"
"217","Vancomycin Hydrochloride","Medi-Fare Drug","Dental",23,58,5,231,"Y","Blacksburg","SC",-80.4139393,37.2295733,2013-12-17,"NA",15,"Compounding",3390000,"Small"
"218","Vancomycin Hydrochloride","New England Life Care LLC dba Advanced Compounding Solutions","Dental",23,55,3,231,"Y","Woburn","MA",-71.1522765,42.4792618,2017-03-02,"NA",3,"Compounding",92720000,"Large"
"219","Vancomycin Hydrochloride","Pentec Health, Inc","Dental",23,21,2,231,"Y","Boothwyn","PA",-75.4415843,39.8301125,2016-09-21,"NA",114,"Compounding",116940000,"Large"
"220","Vancomycin Hydrochloride","Pharmedium Services, LLC, Dayton","Dental",23,74,4,231,"Y","Dayton","NJ",-84.1916069,39.7589478,2015-11-03,"NA",12,"Compounding",632447,"Small"
"221","Vancomycin Hydrochloride","PharMEDium Services, LLC SugarLand","Dental",23,58,4,231,"Y","Sugar Land","TX",-95.6225521,29.5984434,2013-12-11,"NA",12,"Compounding",632447,"Small"
"222","Vancomycin Hydrochloride","Pine Pharmaceuticals LLC","Dental",23,84,11,231,"Y","Tonawanda","NY",-78.8723971,42.9886849,2018-03-09,"15000",34,"Compounding",1280000,"Small"
"223","Vancomycin Hydrochloride","Premier Pharmacy Labs, Inc","Dental",23,88,11,231,"Y","Brookville","FL",-79.0830924,41.1611746,2014-04-16,"NA",8,"Compounding",1500000,"Small"
"224","Vancomycin Hydrochloride","QuVa Pharma, Inc.","Dental",23,85,6,231,"Y","Sugar Land","TX",-95.6225521,29.5984434,2015-09-10,"NA",110,"Compounding",3e+06,"Large"
"225","Vancomycin Hydrochloride","RAM Pharma, Inc.","Dental",23,64,13,231,"Y","Idaho Falls","ID",-112.0407584,43.4926607,2016-07-21,"NA",5,"Compounding",149000,"Small"
"226","Vancomycin Hydrochloride","RC Outsourcing, LLC","Dental",23,30,6,231,"Y","Lowellville","OH",-80.5364593,41.0353371,2015-10-06,"4500",6,"Compounding",280501,"Small"
"227","Vancomycin Hydrochloride","SCA Pharmaceuticals, LLC","Dental",23,96,6,231,"Y","Little Rock","AR",-92.2895948,34.7464809,2013-12-13,"NA",22,"Compounding",11870000,"Medium"
"228","Vancomycin Hydrochloride","US Compounding, Inc.","Dental",23,87,13,231,"Y","Conway","AR",-92.4421011,35.0886963,2013-12-20,"NA",90,"Compounding",6440000,"Medium"
"229","Vancomycin Hydrochloride","BayCare Central Pharmacy","Dental",23,14,1,231,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Vancomycin Hydrochloride","Optum Compounding Services, LLC","Dental",23,5,1,231,"Y","Phoenix","AZ",-112.0740373,33.4483771,2016-06-21,"30000",15,"Compounding",456223,"Small"
"231","Vancomycin Hydrochloride","Ssm Hlth St Clare Hosp-Fnton","Dental",23,29,1,231,"Y","Fenton","MO",-83.7049498,42.7978061,2014-02-18,"NA",71,"Compounding",28460000,"Medium"
"232","Choline Chloride; Methionine; Inositol; Cyanocobalamin","AnazaoHealth Corporation","Other",1,40,7,289,NA,"Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"233","Lecithin, Soybean; Sodium Desoxycholate","AnazaoHealth Corporation","Other",1,40,7,289,NA,"Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"234","Methionine; Inositol; Choline Chloride","AnazaoHealth Corporation","Other",2,40,7,289,NA,"Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"235","Nandrolone Decanoate","AnazaoHealth Corporation","Other",5,40,7,289,NA,"Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"236","Testosterone Cypionate","AnazaoHealth Corporation","Other",8,40,7,289,NA,"Las Vegas","NV",-115.1398296,36.1699412,2014-09-23,"30000",40,"Compounding",45200000,"Large"
"237","Oxytocin","Apollo Care, LLC","Other",17,14,1,289,NA,"Columbia","MO",38.9322571333382,-92.334280722077,2017-09-14,"1500",5,"Compounding",660577,"Small"
"238","Acetylcysteine","ASP Cares","Other",2,66,16,289,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"239","Avexitide","ASP Cares","Other",1,66,16,289,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"240","Methionine; Choline Chloride; Inositol; Benzyl Alcohol","ASP Cares","Other",1,66,16,289,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"241","Methionine; Choline Chloride; Inositol; Cyanocobalamin; Benzyl Alcohol","ASP Cares","Other",1,66,16,289,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"242","Sildenafil","ASP Cares","Other",2,66,16,289,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"243","Sodium 3-Hydroxybutyrate","ASP Cares","Other",1,66,16,289,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"244","Tadalafil","ASP Cares","Other",4,66,16,289,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"245","Testosterone Cypionate","ASP Cares","Other",8,66,16,289,NA,"San Antonio","TX",-98.4936282,29.4241219,2017-02-14,"3000",10,"Compounding, Clinical Trials, R&D",242068,"Small"
"246","Neostigmine Methylsulfate","Athenex Pharma Solutions, LLC","Other",24,15,2,289,NA,"Clarence","NY",-78.5770812,42.982216,2017-04-10,"NA",8,"Compounding",8510000,"Medium"
