"","Active","Dosage","Facility","Segment","ActiveCount","ProductCount","FacilitySegmentCount","SegmentCount","ProducedByCP"
"252","Vancomycin","injection","Pharmedium Services, LLC, Dayton","Dental",23,81,4,231,NA
"253","Vancomycin","injection","PharMEDium Services, LLC SugarLand","Dental",23,64,4,231,NA
"254","Vancomycin","injection","Pine Pharmaceuticals LLC","Dental",23,86,11,231,NA
"255","Vancomycin","solution","Premier Pharmacy Labs, Inc","Dental",23,146,11,231,NA
"256","Vancomycin","injection","QuVa Pharma, Inc.","Dental",23,93,6,231,NA
"257","Vancomycin","solution","QuVa Pharma, Inc.","Dental",23,93,6,231,NA
"258","Vancomycin","injection, solution","RAM Pharma, Inc.","Dental",23,72,13,231,NA
"259","Vancomycin","solution","RC Outsourcing, LLC","Dental",23,32,6,231,NA
"260","Vancomycin","injection, solution","SCA Pharmaceuticals, LLC","Dental",23,103,6,231,NA
"261","Vancomycin","syrup","SCA Pharmaceuticals, LLC","Dental",23,103,6,231,NA
"262","Vancomycin","solution","US Compounding, Inc.","Dental",23,147,13,231,NA
"263","Vancomycin","injection, solution","BayCare Central Pharmacy","Dental",23,14,1,231,NA
"264","Vancomycin","injection, solution","Optum Compounding Services, LLC","Dental",23,5,1,231,NA
"265","Vancomycin","injection","Ssm Hlth St Clare Hosp-Fnton","Dental",23,29,1,231,NA
"266","Choline Chloride; Methionine; Inositol; Cyanocobalamin","injection","AnazaoHealth Corporation","Other",1,45,7,289,NA
"267","Lecithin, Soybean; Sodium Desoxycholate","injection","AnazaoHealth Corporation","Other",1,45,7,289,NA
"268","Methionine; Inositol; Choline Chloride","injection","AnazaoHealth Corporation","Other",2,45,7,289,NA
"269","Nandrolone Decanoate","injection","AnazaoHealth Corporation","Other",5,45,7,289,NA
"270","Testosterone Cypionate","injection","AnazaoHealth Corporation","Other",8,45,7,289,NA
"271","Oxytocin","injection, solution","Apollo Care, LLC","Other",17,14,1,289,NA
"272","Acetylcysteine","solution","ASP Cares","Other",2,72,16,289,NA
"273","Avexitide","injection, solution","ASP Cares","Other",1,72,16,289,NA
"274","Methionine; Choline Chloride; Inositol; Benzyl Alcohol","injection, solution","ASP Cares","Other",1,72,16,289,NA
"275","Methionine; Choline Chloride; Inositol; Cyanocobalamin; Benzyl Alcohol","injection, solution","ASP Cares","Other",1,72,16,289,NA
"276","Sildenafil","troche","ASP Cares","Other",2,72,16,289,NA
"277","Sodium 3-Hydroxybutyrate","injection","ASP Cares","Other",1,72,16,289,NA
"278","Tadalafil","troche","ASP Cares","Other",4,72,16,289,NA
"279","Testosterone Cypionate","injection","ASP Cares","Other",8,72,16,289,NA
"280","Neostigmine Methylsulfate","injection, solution","Athenex Pharma Solutions, LLC","Other",24,15,2,289,NA
"281","Vasopressin","injection, solution","Athenex Pharma Solutions, LLC","Other",3,15,2,289,NA
"282","Buprenorphine Hydrochloride","solution","Atlas Pharmaceuticals, LLC","Other",3,43,2,289,NA
"283","Buprenorphine Hydrochloride","injection","Atlas Pharmaceuticals, LLC","Other",3,43,2,289,NA
"284","Gabapentin","suspension","Atlas Pharmaceuticals, LLC","Other",6,43,2,289,NA
"285","Gabapentin","tablet","Atlas Pharmaceuticals, LLC","Other",6,43,2,289,NA
"286","Dexamethasone Sodium Phosphate","injection","Avella of Deer Valley, Inc. #38","Other",13,38,6,289,"Y"
"287","Iohexol","injection","Avella of Deer Valley, Inc. #38","Other",3,38,6,289,NA
"288","Magnesium Sulfate Heptahydrate","injection, solution","Avella of Deer Valley, Inc. #38","Other",11,38,6,289,NA
"289","Magnesium Sulfate Heptahydrate","solution","Avella of Deer Valley, Inc. #38","Other",11,38,6,289,NA
"290","Neostigmine Methylsulfate","injection","Avella of Deer Valley, Inc. #38","Other",24,38,6,289,NA
"291","Oxytocin","injection","Avella of Deer Valley, Inc. #38","Other",17,38,6,289,NA
"292","Povidone-Iodine","solution","Avella of Deer Valley, Inc. #38","Other",6,38,6,289,NA
"293","Methylprednisolone Acetate","injection, suspension","Brookfield Medical Surgical Supply","Other",5,12,1,289,NA
"294","Adenosine; Sodium Chloride; Lidocaine Hydrochloride; Magnesium Sulfate Heptahydrate","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"295","Aspartic Acid; Glutamic Acid; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"296","Aspartic Acid; Glutamic Acid; Dextrose Monohydrate; Sodium Chloride; Sodium Gluconate; Sodium Acetate; Potassium Chloride; Magnesium Chloride","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"297","Aspartic Acid; Potassium Chloride; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"298","Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate; Trisodium Citrate Dihydrate; Anhydrous Dextrose; Citric Acid Monohydrate; Sodium Phosphate, Monobasic, Monohydrate","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"299","Bupivacaine Hydrochloride","solution","Central Admixture Pharmacy Services, Inc.","Other",11,257,38,289,NA
"300","Citric Acid Monohydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate; Trisodium Citrate Dihydrate","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"301","Citric Acid Monohydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Trisodium Citrate Dihydrate; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"302","Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Aspartic Acid; Tromethamine; Glutamic Acid; Dextrose Monohydrate","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"303","Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Dextrose Monohydrate; Potassium Chloride; Aspartic Acid; Tromethamine; Glutamic Acid; Magnesium Sulfate Heptahydrate","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"304","Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Sodium Chloride; Tromethamine; Potassium Chloride","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"305","Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"306","Citric Acid Monohydrate; Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Magnesium Sulfate Heptahydrate; Tromethamine; Potassium Chloride; Dextrose Monohydrate; Anhydrous Dextrose; Sodium Chloride","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"307","Lidocaine Hydrochloride; Sodium Bicarbonate; Sodium Acetate; Potassium Chloride; Magnesium Chloride; Sodium Chloride; Sodium Gluconate","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"308","Lysine Acetate; Serine; Glutamic Acid; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Calcium Gluconate Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"309","Lysine Acetate; Serine; Glutamic Acid; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Calcium Gluconate Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine; Heparin Sodium","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"310","Lysine Acetate; Serine; Glutamic Acid; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"311","Lysine Acetate; Serine; Tyrosine; N-Acetyltyrosine; Threonine; Cysteine Hydrochloride; Histidine; Arginine; Taurine; Dextrose Monohydrate; Leucine; Methionine; Glutamic Acid; Proline; Aspartic Acid; Isoleucine; Alanine; Glycine; Phenylalanine; Tryptophan; Valine","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"312","Magnesium Sulfate Heptahydrate","solution","Central Admixture Pharmacy Services, Inc.","Other",11,257,38,289,NA
"313","Magnesium Sulfate Heptahydrate; Dextrose Monohydrate; Trisodium Citrate Dihydrate; Sodium Chloride","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"314","Magnesium Sulfate Heptahydrate; Sodium Chloride; Potassium Chloride","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"315","Mannitol; Lidocaine Hydrochloride; Magnesium Sulfate Heptahydrate; Magnesium Chloride; Sodium Gluconate; Sodium Acetate; Potassium Chloride; Sodium Chloride; Sodium Bicarbonate","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"316","Mannitol; Lidocaine Hydrochloride; Sodium Bicarbonate; Sodium Chloride; Potassium Chloride; Calcium Chloride","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"317","Mannitol; Magnesium Sulfate Heptahydrate; Sodium Chloride; Potassium Chloride; Magnesium Chloride; Tromethamine; Dextrose Monohydrate; Sodium Acetate; Sodium Gluconate","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"318","Neostigmine Methylsulfate","solution","Central Admixture Pharmacy Services, Inc.","Other",24,257,38,289,NA
"319","Oxytocin","solution","Central Admixture Pharmacy Services, Inc.","Other",17,257,38,289,NA
"320","Phenobarbital Sodium","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"321","Potassium Phosphate, Dibasic","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"322","Potassium Phosphate, Dibasic; Potassium Phosphate, Monobasic","solution","Central Admixture Pharmacy Services, Inc.","Other",4,257,38,289,NA
"323","Trisodium Citrate Dihydrate; Sodium Chloride","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"324","Trisodium Citrate Dihydrate; Sodium Phosphate, Monobasic, Monohydrate; Anhydrous Dextrose; Sodium Chloride; Tromethamine; Potassium Chloride; Dextrose Monohydrate; Citric Acid Monohydrate","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"325","Tromethamine","solution","Central Admixture Pharmacy Services, Inc.","Other",1,257,38,289,NA
"326","Dexamethasone Sodium Phosphate","injection, powder, for solution","Complete Pharmacy and Medical Solutions","Other",13,149,17,289,"Y"
"327","Edetate Disodium","solution","Complete Pharmacy and Medical Solutions","Other",6,149,17,289,NA
"328","Estriol; Estradiol","cream","Complete Pharmacy and Medical Solutions","Other",4,149,17,289,NA
"329","Neostigmine Methylsulfate","injection, powder, for solution","Complete Pharmacy and Medical Solutions","Other",24,149,17,289,NA
"330","Sildenafil","troche","Complete Pharmacy and Medical Solutions","Other",2,149,17,289,NA
"331","Sildenafil; Papaverine","troche","Complete Pharmacy and Medical Solutions","Other",1,149,17,289,NA
"332","Tadalafil","troche","Complete Pharmacy and Medical Solutions","Other",4,149,17,289,NA
"333","Tadalafil","tablet, orally disintegrating","Complete Pharmacy and Medical Solutions","Other",4,149,17,289,NA
"334","Tadalafil","capsule","Complete Pharmacy and Medical Solutions","Other",4,149,17,289,NA
"335","Testosterone Cypionate","injection, powder, for solution","Complete Pharmacy and Medical Solutions","Other",8,149,17,289,NA
"336","Vardenafil","troche","Complete Pharmacy and Medical Solutions","Other",1,149,17,289,NA
"337","Yohimbine","capsule","Complete Pharmacy and Medical Solutions","Other",1,149,17,289,NA
"338","Neostigmine Methylsulfate","injection, solution","Denver Solutions, LLC dba Leiters Health","Other",24,66,3,289,NA
"339","Methylprednisolone Acetate","injection, suspension","Eagle Pharmacy, Inc.","Other",5,13,1,289,NA
"340","Edetate Calcium Disodium","solution","Edge Pharmacy Services LLC","Other",3,142,10,289,NA
"341","Gabapentin","solution","Edge Pharmacy Services LLC","Other",6,142,10,289,NA
"342","Magnesium Sulfate Heptahydrate","injection, solution","Edge Pharmacy Services LLC","Other",11,142,10,289,NA
"343","Methacholine Chloride","solution","Edge Pharmacy Services LLC","Other",1,142,10,289,NA
"344","Methylene Blue","solution","Edge Pharmacy Services LLC","Other",4,142,10,289,NA
"345","Neostigmine Methylsulfate","injection, solution","Edge Pharmacy Services LLC","Other",24,142,10,289,NA
"346","Phenol","solution","Edge Pharmacy Services LLC","Other",3,142,10,289,NA
"347","Trisodium Citrate Dihydrate","injection, solution","Edge Pharmacy Services LLC","Other",7,142,10,289,NA
"348","Trypan Blue","solution","Edge Pharmacy Services LLC","Other",3,142,10,289,NA
"349","Disodium Nicotinamide Adenine Dinucleotide","injection","Empower Pharmacy","Other",2,87,9,289,NA
"350","Edetate Disodium","injection","Empower Pharmacy","Other",6,87,9,289,NA
"351","Nandrolone Decanoate","injection","Empower Pharmacy","Other",5,87,9,289,NA
"352","Papaverine Hydrochloride; Phentolamine Mesylate","injection, powder, lyophilized, for solution","Empower Pharmacy","Other",3,87,9,289,NA
"353","Papaverine Hydrochloride; Phentolamine Mesylate; Alprostadil","injection, powder, lyophilized, for solution","Empower Pharmacy","Other",3,87,9,289,NA
"354","Papaverine Hydrochloride; Phentolamine Mesylate; Alprostadil; Atropine Sulfate","injection, powder, lyophilized, for solution","Empower Pharmacy","Other",2,87,9,289,NA
"355","Testosterone Cypionate","injection","Empower Pharmacy","Other",8,87,9,289,NA
"356","Testosterone Enanthate","injection","Empower Pharmacy","Other",2,87,9,289,NA
"357","Testosterone Propionate","injection","Empower Pharmacy","Other",2,87,9,289,NA
"358","Neostigmine Methylsulfate","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Other",24,57,3,289,NA
"359","Sodium Thiosulfate","injection","Fagron Compounding Services LLC dba Fagron Sterile Services LLC","Other",2,57,3,289,NA
"360","Oxytocin","injection","Fresenius Kabi Compounding, LLC","Other",17,14,1,289,NA
"361","Dexamethasone Sodium Phosphate","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","Other",13,61,8,289,"Y"
"362","Gonadotrophin, Chorionic","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","Other",3,61,8,289,NA
"363","Medroxyprogesterone Acetate","injection, suspension","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","Other",2,61,8,289,NA
"364","Methylprednisolone Acetate","injection, suspension","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","Other",5,61,8,289,NA
"365","Methylprednisolone Acetate","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","Other",5,61,8,289,NA
"366","Nandrolone Decanoate","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","Other",5,61,8,289,NA
"367","Papaverine Hydrochloride; Alprostadil; Phentolamine Mesylate","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","Other",3,61,8,289,NA
"368","Papaverine Hydrochloride; Phentolamine Mesylate; Alprostadil","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","Other",3,61,8,289,NA
"369","Testosterone Cypionate","injection, solution","Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceuticals","Other",8,61,8,289,NA
"370","Alprostadil; Papaverine Hydrobromide; Phentolamine Mesylate","injection","Hybrid Pharma","Other",1,46,11,289,NA
"371","Estriol; Testosterone; Estradiol","cream","Hybrid Pharma","Other",1,46,11,289,NA
"372","Methylene Blue","solution","Hybrid Pharma","Other",4,46,11,289,NA
"373","Nandrolone Decanoate","injection","Hybrid Pharma","Other",5,46,11,289,NA
"374","Papaverine Hydrochloride; Alprostadil; Phentolamine Mesylate","injection","Hybrid Pharma","Other",3,46,11,289,NA
"375","Testosterone Cypionate","injection","Hybrid Pharma","Other",8,46,11,289,NA
"376","Testosterone Cypionate; Testosterone Enanthate","injection","Hybrid Pharma","Other",1,46,11,289,NA
"377","Testosterone Cypionate; Testosterone Propionate","injection","Hybrid Pharma","Other",5,46,11,289,NA
"378","Testosterone Enanthate","injection","Hybrid Pharma","Other",2,46,11,289,NA
"379","Testosterone Propionate","injection","Hybrid Pharma","Other",2,46,11,289,NA
"380","Magnesium Sulfate Heptahydrate","injection, solution","IntegraDose Compounding Services, LLC","Other",11,28,4,289,NA
"381","Neostigmine Methylsulfate","injection","IntegraDose Compounding Services, LLC","Other",24,28,4,289,NA
"382","Oxytocin","injection","IntegraDose Compounding Services, LLC","Other",17,28,4,289,NA
"383","Vasopressin, Unspecified","injection","IntegraDose Compounding Services, LLC","Other",5,28,4,289,NA
"384","Dexamethasone Sodium Phosphate","injection","JCB Laboratories LLC","Other",13,54,9,289,"Y"
"385","Edetate Disodium","solution","JCB Laboratories LLC","Other",6,54,9,289,NA
"386","Iohexol","injection","JCB Laboratories LLC","Other",3,54,9,289,NA
"387","Methylprednisolone Acetate","injection","JCB Laboratories LLC","Other",5,54,9,289,NA
"388","Phenol","injection","JCB Laboratories LLC","Other",3,54,9,289,NA
"389","Povidone-Iodine","solution","JCB Laboratories LLC","Other",6,54,9,289,NA
"390","Sodium Thiosulfate","injection","JCB Laboratories LLC","Other",2,54,9,289,NA
"391","Trisodium Citrate Dihydrate","injection","JCB Laboratories LLC","Other",7,54,9,289,NA
"392","Dexamethasone Sodium Phosphate","solution","KRS Global Biotechnology, Inc.","Other",13,107,6,289,"Y"
"393","Gonadotrophin, Chorionic","tablet, orally disintegrating","KRS Global Biotechnology, Inc.","Other",3,107,6,289,NA
"394","Gonadotrophin, Chorionic","injection, powder, lyophilized, for solution","KRS Global Biotechnology, Inc.","Other",3,107,6,289,NA
"395","Methionine; Inositol; Choline Chloride","capsule","KRS GLOBAL BIOTECHNOLOGY, INC.","Other",2,101,5,289,NA
"396","Methionine; Inositol; Choline Chloride","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Other",2,101,5,289,NA
"397","Neostigmine Methylsulfate","injection, solution","KRS GLOBAL BIOTECHNOLOGY, INC.","Other",24,101,5,289,NA
